incident_number,external_reference,title,narrative,type_code,severity_code,status_code,source_code,weather_condition_code,primary_station_code,occurrence_at,reported_at,dispatch_at,arrival_at,resolved_at,location_lat,location_lng,location_wkt,location_geohash,address_line_1,address_line_2,city,region,postal_code,casualty_count,responder_injuries,estimated_damage_amount,is_active,metadata
INC-20250721-003874,EXT-51741,Warehouse fire response,"Initial report of industrial fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_INDUSTRIAL,CRITICAL,RESOLVED,FIELD_REPORT,WIND,STA-002,2025-07-21T20:16:07.139696+00:00,2025-07-21T20:16:07.139696+00:00,2025-07-21T20:17:07.139696+00:00,2025-07-21T20:30:07.139696+00:00,2025-07-21T21:39:07.139696+00:00,47.46978761208247,-122.3993843911652,POINT(-122.399384 47.469788),c22yn9x7,8318 Lisa Garden,,New Kellystad,OK,25704,0,0,452553.54,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""ERPLJO"",""primary_station"":""STA-002""}"
INC-20250409-003875,EXT-12809,Grassland fire response,Response to wildland fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_WILDLAND,LOW,RESOLVED,FIELD_REPORT,WIND,STA-031,2025-04-09T04:36:44.139696+00:00,2025-04-09T04:45:44.139696+00:00,2025-04-09T04:47:44.139696+00:00,2025-04-09T04:55:44.139696+00:00,2025-04-09T08:20:44.139696+00:00,47.671840164479775,-122.46384129674081,POINT(-122.463841 47.671840),c22zjq2s,9342 Michael Rue Suite 785,,Williamsfort,VT,50469,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""TYDL"",""primary_station"":""STA-031""}"
INC-20230607-003876,EXT-02984,Utility structure fire,"Initial report of electrical fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,SEVERE,RESOLVED,NEIGHBOR_REPORT,RAIN,STA-042,2023-06-07T06:11:02.139696+00:00,2023-06-07T06:19:02.139696+00:00,2023-06-07T06:20:02.139696+00:00,2023-06-07T06:32:02.139696+00:00,2023-06-07T09:45:02.139696+00:00,47.672396596185145,-122.58212410098692,POINT(-122.582124 47.672397),c22z4w6r,0912 Davis Views,,Port Daniel,PR,73411,0,0,366635.65,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""KMFA"",""primary_station"":""STA-042""}"
INC-20250831-003877,EXT-60140,Transformer fire response,"Initial report of electrical fire from automatic fire alarm source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,MODERATE,RESOLVED,FIRE_ALARM,CLEAR,STA-009,2025-08-31T12:58:34.139696+00:00,2025-08-31T12:58:34.139696+00:00,2025-08-31T13:04:34.139696+00:00,2025-08-31T13:13:34.139696+00:00,2025-08-31T14:02:34.139696+00:00,47.53010560934832,-122.20354330365521,POINT(-122.203543 47.530106),c23n7hw4,04457 Caldwell Wells Apt. 323,,Barreraburgh,MS,00783,0,0,33391.53,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""UMFX"",""primary_station"":""STA-009""}"
INC-20250429-003878,EXT-48297,Brush fire containment,"Initial report of wildland fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,SEVERE,RESOLVED,NEIGHBOR_REPORT,SNOW,STA-041,2025-04-29T04:27:43.139696+00:00,2025-04-29T04:28:43.139696+00:00,2025-04-29T04:28:43.139696+00:00,2025-04-29T04:42:43.139696+00:00,2025-04-29T07:29:43.139696+00:00,47.7308929486086,-122.50495483310753,POINT(-122.504955 47.730893),c22zs34s,1553 Collins Crest Apt. 301,,Nicholasberg,TX,62664,0,0,6912.44,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""HYKIQE"",""primary_station"":""STA-041""}"
INC-20250821-003879,EXT-15957,Warehouse fire response,Units dispatched to reported industrial fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_INDUSTRIAL,CRITICAL,RESOLVED,SECURITY,WIND,STA-015,2025-08-21T09:32:19.139696+00:00,2025-08-21T09:40:19.139696+00:00,2025-08-21T09:42:19.139696+00:00,2025-08-21T09:57:19.139696+00:00,2025-08-21T11:01:19.139696+00:00,47.64182812706371,-122.34140901577875,POINT(-122.341409 47.641828),c23p00ct,635 Hopkins Skyway Apt. 362,,Williamchester,MD,53244,0,0,168463.03,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""BFUOL"",""primary_station"":""STA-015""}"
INC-20250802-003880,EXT-14310,Multi-unit dwelling fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,MODERATE,RESOLVED,BUSINESS_OWNER,CLEAR,STA-012,2025-08-02T12:46:50.139696+00:00,2025-08-02T12:55:50.139696+00:00,2025-08-02T12:56:50.139696+00:00,2025-08-02T13:09:50.139696+00:00,2025-08-02T17:01:50.139696+00:00,47.61486204142868,-122.24316474767998,POINT(-122.243165 47.614862),c23nfk10,224 Johnson Stravenue,,North Cynthiaview,AZ,00965,0,0,22418.72,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""SPEEY"",""primary_station"":""STA-012""}"
INC-20240905-003881,EXT-38445,Brush fire containment,"Initial report of wildland fire from automatic fire alarm source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,MODERATE,RESOLVED,FIRE_ALARM,CLEAR,STA-008,2024-09-05T21:53:16.139696+00:00,2024-09-05T21:58:16.139696+00:00,2024-09-05T22:04:16.139696+00:00,2024-09-05T22:22:16.139696+00:00,2024-09-06T00:17:16.139696+00:00,47.598445083477095,-122.28982411022903,POINT(-122.289824 47.598445),c23nc1p3,9318 Odom Corners,,North Richardmouth,AS,14823,1,1,33688.4,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""LWFIN"",""primary_station"":""STA-008""}"
INC-20241230-003882,EXT-54582,Apartment building fire,"Call received for structure fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_STRUCTURE,SEVERE,RESOLVED,SECURITY,HEAT,STA-050,2024-12-30T21:45:00.139696+00:00,2024-12-30T21:52:00.139696+00:00,2024-12-30T21:52:00.139696+00:00,2024-12-30T22:12:00.139696+00:00,2024-12-31T01:15:00.139696+00:00,47.661273709575326,-122.21632344958901,POINT(-122.216323 47.661274),c23p4ukz,71588 Laura Rapids Suite 118,,Bishopmouth,IN,70494,0,0,361113.06,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""BFSDP"",""primary_station"":""STA-050""}"
INC-20250921-003883,EXT-06451,Warehouse fire response,Units dispatched to reported industrial fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_INDUSTRIAL,LOW,RESOLVED,BUSINESS_OWNER,SNOW,STA-038,2025-09-21T19:31:31.139696+00:00,2025-09-21T19:31:31.139696+00:00,2025-09-21T19:32:31.139696+00:00,2025-09-21T19:35:31.139696+00:00,2025-09-21T21:16:31.139696+00:00,47.47077418530569,-122.41967167299852,POINT(-122.419672 47.470774),c22yn3b9,8144 Green Fall,,Port Anne,CA,73142,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""XOBP"",""primary_station"":""STA-038""}"
INC-20251014-003884,EXT-68781,Utility structure fire,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,SEVERE,RESOLVED,SECURITY,SNOW,STA-009,2025-10-14T11:20:26.139696+00:00,2025-10-14T11:20:26.139696+00:00,2025-10-14T11:26:26.139696+00:00,2025-10-14T11:35:26.139696+00:00,2025-10-14T11:56:26.139696+00:00,47.541383591018395,-122.19338710928052,POINT(-122.193387 47.541384),c23n7qtk,4047 Burton Prairie,,Barreraburgh,MS,00783,0,0,253630.14,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""ASFA"",""primary_station"":""STA-009""}"
INC-20251002-003885,EXT-77279,Grassland fire response,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,MODERATE,RESOLVED,911,HEAT,STA-023,2025-10-02T14:00:01.139696+00:00,2025-10-02T14:05:01.139696+00:00,2025-10-02T14:09:01.139696+00:00,2025-10-02T14:13:01.139696+00:00,2025-10-02T14:35:01.139696+00:00,47.530951183371826,-122.404749306794,POINT(-122.404749 47.530951),c22yqsex,810 Darrell Mill,,Petersbury,UT,62903,0,0,24550.41,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""GUMYA"",""primary_station"":""STA-023""}"
INC-20251005-003886,EXT-40936,Warehouse fire response,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,LOW,RESOLVED,FIELD_REPORT,RAIN,STA-023,2025-10-05T14:18:08.139696+00:00,2025-10-05T14:18:08.139696+00:00,2025-10-05T14:20:08.139696+00:00,2025-10-05T14:35:08.139696+00:00,2025-10-05T17:52:08.139696+00:00,47.52929199802955,-122.421138471483,POINT(-122.421138 47.529292),c22yqhrw,34982 Gonzalez Ranch Apt. 944,,Petersbury,UT,62903,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""PNKEO"",""primary_station"":""STA-023""}"
INC-20250811-003887,EXT-65463,Industrial facility fire,"Call received for industrial fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_INDUSTRIAL,MODERATE,RESOLVED,FIELD_REPORT,CLEAR,STA-014,2025-08-11T22:30:41.139696+00:00,2025-08-11T22:40:41.139696+00:00,2025-08-11T22:44:41.139696+00:00,2025-08-11T22:51:41.139696+00:00,2025-08-12T02:41:41.139696+00:00,47.69784569246123,-122.41959844698916,POINT(-122.419598 47.697846),c22zq70u,1996 Fields Hill Suite 543,,Gregoryview,AZ,14709,0,0,35645.39,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""XSZCZ"",""primary_station"":""STA-014""}"
INC-20250922-003888,EXT-72769,Residential structure fire,Response to structure fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_STRUCTURE,CRITICAL,RESOLVED,FIELD_REPORT,WIND,STA-037,2025-09-22T14:27:53.139696+00:00,2025-09-22T14:35:53.139696+00:00,2025-09-22T14:40:53.139696+00:00,2025-09-22T14:47:53.139696+00:00,2025-09-22T15:24:53.139696+00:00,47.47099146473507,-122.19528663821251,POINT(-122.195287 47.470991),c23n53u4,7841 Laura Creek Suite 611,,Matthewsberg,FM,54880,0,0,106188.12,False,"{""report_channel"":""mobile"",""triage_level"":""CRITICAL"",""dispatch_console"":""ZJLYPL"",""primary_station"":""STA-037""}"
INC-20250603-003889,EXT-98081,Commercial vehicle fire,Response to vehicle fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_VEHICLE,MODERATE,RESOLVED,FIELD_REPORT,RAIN,STA-005,2025-06-03T22:44:03.139696+00:00,2025-06-03T22:45:03.139696+00:00,2025-06-03T22:51:03.139696+00:00,2025-06-03T22:57:03.139696+00:00,2025-06-04T00:38:03.139696+00:00,47.6007226204761,-122.39923243108028,POINT(-122.399232 47.600723),c22yy9rw,4392 Daniel Ferry Apt. 330,,Smithview,NY,23917,0,0,16241.91,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""FNKUXN"",""primary_station"":""STA-005""}"
INC-20250518-003890,EXT-90756,Transformer fire response,"Call received for electrical fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_ELECTRICAL,SEVERE,RESOLVED,911,RAIN,STA-037,2025-05-18T20:38:18.139696+00:00,2025-05-18T20:47:18.139696+00:00,2025-05-18T20:53:18.139696+00:00,2025-05-18T20:59:18.139696+00:00,2025-05-19T00:22:18.139696+00:00,47.47021081375399,-122.2214201091547,POINT(-122.221420 47.470211),c23n4c9n,38904 Robert Mall,,Matthewsberg,FM,54880,0,0,239072.29,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""VNEOR"",""primary_station"":""STA-037""}"
INC-20250829-003891,EXT-69625,Car fire with exposure risk,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,SEVERE,RESOLVED,FIRE_ALARM,HEAT,STA-030,2025-08-29T09:05:27.139696+00:00,2025-08-29T09:13:27.139696+00:00,2025-08-29T09:15:27.139696+00:00,2025-08-29T09:23:27.139696+00:00,2025-08-29T13:09:27.139696+00:00,47.59390048392135,-122.13060590159056,POINT(-122.130606 47.593900),c23nub5n,6304 Moody Lights Apt. 803,,South Andrea,MS,25484,2,1,284256.97,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""WQLC"",""primary_station"":""STA-030""}"
INC-20250802-003892,EXT-76461,Forest fire perimeter control,"Initial report of wildland fire from property owner source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,SEVERE,RESOLVED,BUSINESS_OWNER,CLEAR,STA-017,2025-08-02T11:54:34.139696+00:00,2025-08-02T12:00:34.139696+00:00,2025-08-02T12:06:34.139696+00:00,2025-08-02T12:24:34.139696+00:00,2025-08-02T15:01:34.139696+00:00,47.55006558714073,-122.48859920824992,POINT(-122.488599 47.550066),c22ys8nx,29883 Jeffery Meadow,,South Dennismouth,TN,70117,0,0,251873.66,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""VMDT"",""primary_station"":""STA-017""}"
INC-20250102-003893,EXT-18834,Warehouse fire response,Units dispatched to reported industrial fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_INDUSTRIAL,LOW,RESOLVED,NEIGHBOR_REPORT,HEAT,STA-030,2025-01-02T20:10:44.139696+00:00,2025-01-02T20:18:44.139696+00:00,2025-01-02T20:22:44.139696+00:00,2025-01-02T20:27:44.139696+00:00,2025-01-02T23:44:44.139696+00:00,47.588535926771335,-122.09126307511515,POINT(-122.091263 47.588536),c23ntxpz,903 Richard Valleys,,South Andrea,MS,25484,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""PKWJV"",""primary_station"":""STA-030""}"
INC-20250903-003894,EXT-10310,Brush fire containment,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,MODERATE,RESOLVED,BUSINESS_OWNER,SNOW,STA-010,2025-09-03T13:41:44.139696+00:00,2025-09-03T13:44:44.139696+00:00,2025-09-03T13:46:44.139696+00:00,2025-09-03T13:52:44.139696+00:00,2025-09-03T14:32:44.139696+00:00,47.47301794993964,-122.35786222069929,POINT(-122.357862 47.473018),c22ypdjw,67993 Neal Bypass,,Wilsonshire,IA,76381,2,1,6203.72,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""IXYK"",""primary_station"":""STA-010""}"
INC-20251014-003895,EXT-60174,Single-family residence fire,Response to structure fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within upper level minutes.,FIRE_STRUCTURE,LOW,RESOLVED,FIELD_REPORT,SNOW,STA-014,2025-10-14T03:22:11.139696+00:00,2025-10-14T03:24:11.139696+00:00,2025-10-14T03:25:11.139696+00:00,2025-10-14T03:29:11.139696+00:00,2025-10-14T06:45:11.139696+00:00,47.68785156819212,-122.38041079640725,POINT(-122.380411 47.687852),c22zr1m3,062 Jonathan Islands,,Gregoryview,AZ,14709,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""CEPS"",""primary_station"":""STA-014""}"
INC-20251017-003896,EXT-01555,Brush fire containment,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,SEVERE,ON_SCENE,FIELD_REPORT,WIND,STA-019,2025-10-17T16:16:40.139696+00:00,2025-10-17T16:21:40.139696+00:00,2025-10-17T16:24:40.139696+00:00,2025-10-17T16:42:40.139696+00:00,,47.66327302685736,-122.44881197033594,POINT(-122.448812 47.663273),c22zjsg6,149 Cynthia Glens Suite 947,,Elizabethfurt,VA,22133,0,0,93106.11,True,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""TYLYV"",""primary_station"":""STA-019""}"
INC-20250927-003897,EXT-49315,Forest fire perimeter control,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,LOW,RESOLVED,911,WIND,STA-022,2025-09-27T09:05:38.139696+00:00,2025-09-27T09:15:38.139696+00:00,2025-09-27T09:16:38.139696+00:00,2025-09-27T09:21:38.139696+00:00,2025-09-27T10:15:38.139696+00:00,47.6473430652924,-122.50468540591785,POINT(-122.504685 47.647343),c22zh3fv,14123 Daniel Springs,,Grahamshire,KY,42746,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""BLGS"",""primary_station"":""STA-022""}"
INC-20251020-003898,EXT-51530,Commercial building fire,Response to structure fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_STRUCTURE,HIGH,REPORTED,FIRE_ALARM,CLEAR,STA-025,2025-10-20T03:53:52.139696+00:00,2025-10-20T04:03:52.139696+00:00,,,,47.66367465318946,-122.31988537834653,POINT(-122.319885 47.663675),c23p0scm,37731 Nichole Ports Apt. 328,,Vasquezshire,SC,90475,0,0,232570.22,True,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""TLJQ"",""primary_station"":""STA-025""}"
